date,region,store_id,product_id,product_name,category,unit_price,units_sold,revenue,cost,profit,sales_rep_id
2025-04-05,Abuja,S011,P0097,Product 97,Health & Beauty,106.06,40,4242.4,3384.81,857.59,R05
2025-04-05,Abuja,S010,P0073,Product 73,Health & Beauty,258.54,45,11634.3,9675.01,1959.29,R05
2025-04-06,Ibadan,S002,P0031,Product 31,Fashion,397.49,17,6757.33,4964.76,1792.57,R04
2025-04-06,Kano,S003,P0038,Product 38,Health & Beauty,486.76,1,486.76,327.95,158.81,R05
2025-04-06,Abuja,S004,P0026,Product 26,Fashion,342.39,35,11983.65,6188.06,5795.59,R04
2025-04-06,Lagos,S006,P0031,Product 31,Fashion,291.69,21,6125.49,3678.93,2446.56,R03
2025-04-06,Lagos,S001,P0035,Product 35,Fashion,361.7,37,13382.9,10181.68,3201.22,R16
2025-04-06,Abuja,S003,P0068,Product 68,Groceries,230.07,31,7132.17,5056.48,2075.69,R16
2025-04-06,Abuja,S009,P0091,Product 91,Fashion,446.2,25,11155.0,6144.49,5010.51,R10
2025-04-06,Abuja,S004,P0084,Product 84,Health & Beauty,130.54,48,6265.92,3653.05,2612.87,R07
2025-04-06,Ibadan,S015,P0002,Product 2,Health & Beauty,13.22,37,489.14,247.6,241.54,R20
2025-04-06,Ibadan,S010,P0047,Product 47,Groceries,24.98,25,624.5,529.09,95.41,R12
2025-04-06,Lagos,S002,P0013,Product 13,Health & Beauty,155.47,48,7462.56,4302.09,3160.47,R18
2025-04-07,Abuja,S013,P0040,Product 40,Groceries,411.89,32,13180.48,9169.49,4010.99,R18
2025-04-07,Port Harcourt,S013,P0090,Product 90,Fashion,465.34,34,15821.56,13061.48,2760.08,R07
2025-04-07,Lagos,S005,P0078,Product 78,Home & Garden,190.42,5,952.1,479.78,472.32,R18
2025-04-07,Lagos,S005,P0029,Product 29,Home & Garden,471.69,15,7075.35,4891.94,2183.41,R03
2025-04-07,Lagos,S004,P0040,Product 40,Groceries,27.95,8,223.6,138.65,84.95,R20
2025-04-07,Ibadan,S014,P0096,Product 96,Fashion,449.65,32,14388.8,7335.27,7053.53,R13
2025-04-07,Port Harcourt,S007,P0096,Product 96,Fashion,301.67,20,6033.4,4781.36,1252.04,R09
2025-04-07,Lagos,S005,P0062,Product 62,Home & Garden,124.68,23,2867.64,2110.01,757.63,R13
2025-04-08,Ibadan,S001,P0095,Product 95,Electronics,331.51,23,7624.73,4409.32,3215.41,R14
2025-04-08,Port Harcourt,S004,P0068,Product 68,Groceries,7.69,37,284.53,222.85,61.68,R13
2025-04-08,Lagos,S007,P0005,Product 5,Health & Beauty,281.26,42,11812.92,8441.24,3371.68,R15
2025-04-08,Ibadan,S012,P0049,Product 49,Groceries,395.53,29,11470.37,7890.26,3580.11,R12
2025-04-08,Kano,S004,P0011,Product 11,Home & Garden,41.41,32,1325.12,784.18,540.94,R19
2025-04-08,Port Harcourt,S001,P0055,Product 55,Fashion,22.32,12,267.84,175.73,92.11,R10
2025-04-08,Port Harcourt,S013,P0035,Product 35,Fashion,497.35,40,19894.0,11998.41,7895.59,R07
2025-04-09,Ibadan,S003,P0090,Product 90,Fashion,135.58,19,2576.02,2183.6,392.42,R07
2025-04-09,Kano,S010,P0087,Product 87,Electronics,252.46,24,6059.04,3470.1,2588.94,R02
2025-04-09,Ibadan,S008,P0001,Product 1,Home & Garden,300.75,33,9924.75,6718.97,3205.78,R02
2025-04-09,Kano,S015,P0066,Product 66,Home & Garden,464.85,16,7437.6,6101.59,1336.01,R18
2025-04-09,Kano,S008,P0057,Product 57,Home & Garden,344.48,35,12056.8,7698.02,4358.78,R01
2025-04-09,Kano,S007,P0066,Product 66,Home & Garden,75.85,16,1213.6,870.0,343.6,R10
2025-04-10,Abuja,S008,P0099,Product 99,Groceries,384.97,49,18863.53,14770.41,4093.12,R07
2025-04-10,Ibadan,S010,P0013,Product 13,Health & Beauty,347.42,46,15981.32,13034.67,2946.65,R18
2025-04-10,Abuja,S008,P0036,Product 36,Health & Beauty,183.8,2,367.6,267.0,100.6,R20
2025-04-10,Port Harcourt,S011,P0048,Product 48,Health & Beauty,356.73,29,10345.17,8791.28,1553.89,R18
2025-04-10,Port Harcourt,S012,P0083,Product 83,Health & Beauty,328.53,22,7227.66,4942.42,2285.24,R12
2025-04-10,Port Harcourt,S004,P0067,Product 67,Groceries,37.47,16,599.52,483.96,115.56,R08
2025-04-10,Ibadan,S014,P0038,Product 38,Health & Beauty,313.23,41,12842.43,7021.54,5820.89,R03
2025-04-10,Lagos,S011,P0025,Product 25,Electronics,413.79,49,20275.71,10402.88,9872.83,R02
2025-04-10,Ibadan,S007,P0049,Product 49,Groceries,395.59,26,10285.34,6745.76,3539.58,R04
2025-04-10,Ibadan,S004,P0084,Product 84,Health & Beauty,166.61,27,4498.47,2640.45,1858.02,R04
2025-04-10,Kano,S001,P0095,Product 95,Electronics,17.96,28,502.88,296.69,206.19,R11
2025-04-11,Abuja,S007,P0058,Product 58,Groceries,384.91,33,12702.03,8810.41,3891.62,R09
2025-04-11,Kano,S003,P0004,Product 4,Health & Beauty,136.21,38,5175.98,4155.69,1020.29,R10
2025-04-11,Abuja,S009,P0044,Product 44,Groceries,51.73,40,2069.2,1334.74,734.46,R04
2025-04-11,Kano,S002,P0055,Product 55,Fashion,106.29,15,1594.35,1335.57,258.78,R01
2025-04-11,Kano,S007,P0072,Product 72,Health & Beauty,226.57,32,7250.24,5694.01,1556.23,R04
2025-04-11,Ibadan,S001,P0027,Product 27,Fashion,249.24,34,8474.16,6407.64,2066.52,R19
2025-04-11,Kano,S014,P0082,Product 82,Electronics,116.83,48,5607.84,3412.78,2195.06,R12
2025-04-11,Kano,S005,P0085,Product 85,Electronics,76.63,41,3141.83,1654.38,1487.45,R05
2025-04-11,Abuja,S011,P0013,Product 13,Health & Beauty,412.31,36,14843.16,10465.29,4377.87,R09
2025-04-11,Port Harcourt,S014,P0077,Product 77,Electronics,103.81,3,311.43,258.24,53.19,R16
2025-04-12,Abuja,S013,P0005,Product 5,Health & Beauty,295.77,2,591.54,499.89,91.65,R13
2025-04-12,Lagos,S001,P0089,Product 89,Home & Garden,94.2,21,1978.2,1579.16,399.04,R11
2025-04-12,Lagos,S015,P0062,Product 62,Home & Garden,360.68,40,14427.2,7480.36,6946.84,R04
2025-04-12,Kano,S004,P0065,Product 65,Groceries,447.79,20,8955.8,6174.43,2781.37,R03
2025-04-12,Kano,S013,P0038,Product 38,Health & Beauty,460.22,13,5982.86,3684.56,2298.3,R13
2025-04-12,Port Harcourt,S004,P0015,Product 15,Home & Garden,155.3,34,5280.2,4271.36,1008.84,R08
2025-04-12,Lagos,S002,P0009,Product 9,Fashion,265.63,35,9297.05,6021.6,3275.45,R15
2025-04-12,Ibadan,S007,P0087,Product 87,Electronics,317.65,41,13023.65,9413.74,3609.91,R15
2025-04-12,Ibadan,S013,P0052,Product 52,Home & Garden,275.19,28,7705.32,4822.11,2883.21,R14
2025-04-12,Port Harcourt,S012,P0059,Product 59,Home & Garden,387.87,27,10472.49,7883.19,2589.3,R14
2025-04-12,Abuja,S004,P0066,Product 66,Home & Garden,206.31,17,3507.27,1892.11,1615.16,R05
2025-04-14,Lagos,S001,P0087,Product 87,Electronics,304.57,38,11573.66,8398.65,3175.01,R02
2025-04-14,Ibadan,S013,P0037,Product 37,Fashion,339.18,49,16619.82,11248.61,5371.21,R15
2025-04-14,Lagos,S004,P0006,Product 6,Groceries,237.84,3,713.52,573.77,139.75,R04
2025-04-14,Abuja,S003,P0040,Product 40,Groceries,51.16,33,1688.28,1138.56,549.72,R05
2025-04-14,Ibadan,S008,P0086,Product 86,Electronics,251.13,19,4771.47,3180.99,1590.48,R09
2025-04-14,Ibadan,S009,P0028,Product 28,Groceries,12.38,17,210.46,159.5,50.96,R06
2025-04-14,Abuja,S011,P0069,Product 69,Home & Garden,193.85,22,4264.7,2744.32,1520.38,R05
2025-04-14,Abuja,S009,P0022,Product 22,Health & Beauty,469.36,33,15488.88,11311.31,4177.57,R03
2025-04-14,Kano,S004,P0014,Product 14,Groceries,413.83,21,8690.43,6458.07,2232.36,R13
2025-04-15,Lagos,S013,P0083,Product 83,Health & Beauty,442.06,21,9283.26,6808.26,2475.0,R03
2025-04-15,Ibadan,S009,P0067,Product 67,Groceries,310.07,41,12712.87,6383.52,6329.35,R01
2025-04-15,Lagos,S002,P0048,Product 48,Health & Beauty,376.78,25,9419.5,7636.2,1783.3,R14
2025-04-15,Abuja,S005,P0026,Product 26,Fashion,382.56,15,5738.4,3349.89,2388.51,R07
2025-04-15,Kano,S011,P0036,Product 36,Health & Beauty,415.92,37,15389.04,10845.27,4543.77,R18
2025-04-15,Ibadan,S011,P0063,Product 63,Health & Beauty,389.59,2,779.18,452.61,326.57,R03
2025-04-15,Kano,S005,P0017,Product 17,Home & Garden,417.68,25,10442.0,6804.06,3637.94,R07
2025-04-15,Port Harcourt,S003,P0007,Product 7,Fashion,345.28,48,16573.44,13054.91,3518.53,R14
2025-04-15,Ibadan,S002,P0007,Product 7,Fashion,76.71,44,3375.24,2804.84,570.4,R20
2025-04-15,Abuja,S010,P0063,Product 63,Health & Beauty,250.19,49,12259.31,9925.45,2333.86,R01
2025-04-15,Kano,S013,P0064,Product 64,Groceries,482.84,36,17382.24,8856.77,8525.47,R13
2025-04-15,Port Harcourt,S002,P0027,Product 27,Fashion,353.25,10,3532.5,2228.58,1303.92,R17
2025-04-15,Port Harcourt,S002,P0042,Product 42,Electronics,130.41,6,782.46,544.32,238.14,R20
2025-04-16,Port Harcourt,S008,P0062,Product 62,Home & Garden,152.66,21,3205.86,1972.7,1233.16,R13
2025-04-16,Kano,S006,P0020,Product 20,Home & Garden,262.27,33,8654.91,5194.4,3460.51,R15
2025-04-16,Abuja,S010,P0009,Product 9,Fashion,178.2,30,5346.0,4520.15,825.85,R13
2025-04-16,Port Harcourt,S007,P0094,Product 94,Fashion,207.25,18,3730.5,2260.08,1470.42,R18
2025-04-16,Kano,S012,P0001,Product 1,Home & Garden,416.36,24,9992.64,5830.96,4161.68,R18
2025-04-16,Abuja,S011,P0066,Product 66,Home & Garden,485.13,48,23286.24,13171.28,10114.96,R10
2025-04-16,Kano,S009,P0008,Product 8,Fashion,43.68,34,1485.12,878.8,606.32,R02
2025-04-17,Port Harcourt,S001,P0028,Product 28,Groceries,425.76,9,3831.84,2246.01,1585.83,R15
2025-04-17,Ibadan,S008,P0046,Product 46,Electronics,229.27,18,4126.86,2882.37,1244.49,R17
2025-04-17,Ibadan,S006,P0008,Product 8,Fashion,159.86,32,5115.52,3006.48,2109.04,R20
2025-04-17,Lagos,S012,P0073,Product 73,Health & Beauty,265.23,24,6365.52,3336.02,3029.5,R08
2025-04-17,Lagos,S007,P0078,Product 78,Home & Garden,366.99,4,1467.96,878.6,589.36,R09
2025-04-17,Abuja,S010,P0033,Product 33,Home & Garden,366.97,37,13577.89,11011.68,2566.21,R04
2025-04-17,Port Harcourt,S008,P0001,Product 1,Home & Garden,200.58,38,7622.04,4501.68,3120.36,R12
2025-04-17,Lagos,S006,P0034,Product 34,Electronics,111.95,25,2798.75,2113.65,685.1,R06
2025-04-17,Port Harcourt,S007,P0100,Product 100,Electronics,372.93,13,4848.09,3814.03,1034.06,R12
2025-04-17,Lagos,S012,P0086,Product 86,Electronics,270.95,43,11650.85,9726.83,1924.02,R11
2025-04-17,Kano,S015,P0023,Product 23,Home & Garden,495.03,13,6435.39,4759.61,1675.78,R20
2025-04-17,Abuja,S009,P0091,Product 91,Fashion,259.64,31,8048.84,6771.77,1277.07,R17
2025-04-17,Abuja,S005,P0063,Product 63,Health & Beauty,120.14,48,5766.72,4071.99,1694.73,R10
2025-04-17,Port Harcourt,S009,P0059,Product 59,Home & Garden,94.61,10,946.1,615.05,331.05,R05
2025-04-17,Ibadan,S008,P0086,Product 86,Electronics,49.54,27,1337.58,927.31,410.27,R04
2025-04-17,Lagos,S012,P0034,Product 34,Electronics,60.7,17,1031.9,760.31,271.59,R19
2025-04-17,Kano,S009,P0043,Product 43,Home & Garden,249.52,10,2495.2,1964.46,530.74,R06
2025-04-18,Lagos,S015,P0024,Product 24,Electronics,452.91,8,3623.28,2123.74,1499.54,R03
2025-04-18,Ibadan,S005,P0001,Product 1,Home & Garden,352.9,7,2470.3,1400.42,1069.88,R03
2025-04-18,Port Harcourt,S015,P0001,Product 1,Home & Garden,224.42,23,5161.66,3446.49,1715.17,R01
2025-04-18,Kano,S015,P0005,Product 5,Health & Beauty,89.9,18,1618.2,1032.39,585.81,R12
2025-04-18,Kano,S012,P0057,Product 57,Home & Garden,40.22,23,925.06,631.04,294.02,R03
2025-04-18,Lagos,S012,P0022,Product 22,Health & Beauty,436.37,3,1309.11,938.81,370.3,R12
2025-04-18,Abuja,S006,P0036,Product 36,Health & Beauty,367.85,49,18024.65,14811.04,3213.61,R04
2025-04-18,Ibadan,S006,P0080,Product 80,Home & Garden,410.4,17,6976.8,5619.06,1357.74,R16
2025-04-19,Kano,S001,P0084,Product 84,Health & Beauty,498.67,20,9973.4,7422.84,2550.56,R02
2025-04-19,Ibadan,S013,P0017,Product 17,Home & Garden,139.99,35,4899.65,2732.74,2166.91,R05
2025-04-19,Kano,S009,P0079,Product 79,Home & Garden,432.2,38,16423.6,13209.07,3214.53,R02
2025-04-19,Abuja,S010,P0096,Product 96,Fashion,87.68,4,350.72,203.8,146.92,R20
2025-04-20,Port Harcourt,S012,P0054,Product 54,Health & Beauty,315.73,3,947.19,483.9,463.29,R05
2025-04-20,Ibadan,S007,P0047,Product 47,Groceries,126.35,28,3537.8,2873.26,664.54,R03
2025-04-20,Ibadan,S015,P0017,Product 17,Home & Garden,350.77,49,17187.73,11866.66,5321.07,R02
2025-04-20,Ibadan,S014,P0026,Product 26,Fashion,403.81,1,403.81,262.37,141.44,R12
2025-04-20,Kano,S004,P0089,Product 89,Home & Garden,144.52,2,289.04,202.68,86.36,R17
2025-04-20,Lagos,S006,P0097,Product 97,Health & Beauty,419.37,30,12581.1,8845.81,3735.29,R13
2025-04-20,Kano,S008,P0031,Product 31,Fashion,440.69,24,10576.56,5628.65,4947.91,R20
2025-04-20,Ibadan,S015,P0047,Product 47,Groceries,425.96,39,16612.44,14003.65,2608.79,R15
2025-04-20,Ibadan,S001,P0015,Product 15,Home & Garden,125.69,10,1256.9,853.79,403.11,R19
2025-04-20,Abuja,S005,P0073,Product 73,Health & Beauty,109.68,49,5374.32,3906.69,1467.63,R16
2025-04-20,Abuja,S013,P0034,Product 34,Electronics,466.63,16,7466.08,4914.13,2551.95,R09
2025-04-21,Kano,S003,P0052,Product 52,Home & Garden,324.49,36,11681.64,8545.82,3135.82,R05
2025-04-21,Port Harcourt,S003,P0036,Product 36,Health & Beauty,231.86,28,6492.08,4699.15,1792.93,R20
2025-04-21,Abuja,S002,P0080,Product 80,Home & Garden,428.1,12,5137.2,2618.03,2519.17,R03
2025-04-21,Kano,S015,P0052,Product 52,Home & Garden,11.27,28,315.56,250.17,65.39,R03
2025-04-21,Ibadan,S012,P0048,Product 48,Health & Beauty,13.0,18,234.0,184.85,49.15,R15
2025-04-21,Lagos,S013,P0062,Product 62,Home & Garden,425.08,6,2550.48,1817.3,733.18,R20
2025-04-21,Ibadan,S002,P0068,Product 68,Groceries,327.06,46,15044.76,8275.27,6769.49,R10
2025-04-21,Ibadan,S001,P0083,Product 83,Health & Beauty,18.05,16,288.8,232.48,56.32,R03
2025-04-22,Abuja,S006,P0004,Product 4,Health & Beauty,284.76,1,284.76,231.7,53.06,R11
2025-04-22,Ibadan,S008,P0083,Product 83,Health & Beauty,410.67,21,8624.07,7255.51,1368.56,R12
2025-04-22,Abuja,S007,P0010,Product 10,Health & Beauty,5.62,26,146.12,96.56,49.56,R14
2025-04-22,Ibadan,S012,P0033,Product 33,Home & Garden,289.76,48,13908.48,9386.72,4521.76,R17
2025-04-23,Ibadan,S008,P0096,Product 96,Fashion,393.46,48,18886.08,11660.58,7225.5,R17
2025-04-23,Lagos,S004,P0018,Product 18,Health & Beauty,288.67,31,8948.77,4768.1,4180.67,R03
2025-04-23,Ibadan,S013,P0071,Product 71,Electronics,16.17,16,258.72,157.85,100.87,R08
2025-04-23,Port Harcourt,S013,P0033,Product 33,Home & Garden,283.75,37,10498.75,5454.18,5044.57,R16
2025-04-23,Kano,S006,P0039,Product 39,Electronics,353.8,25,8845.0,4794.81,4050.19,R12
2025-04-23,Lagos,S011,P0003,Product 3,Fashion,16.24,42,682.08,434.99,247.09,R01
2025-04-23,Kano,S012,P0097,Product 97,Health & Beauty,128.67,23,2959.41,1788.41,1171.0,R02
2025-04-23,Kano,S002,P0047,Product 47,Groceries,130.11,38,4944.18,3050.67,1893.51,R06
2025-04-23,Ibadan,S006,P0044,Product 44,Groceries,78.67,32,2517.44,1979.59,537.85,R15
2025-04-23,Lagos,S004,P0065,Product 65,Groceries,239.23,40,9569.2,7632.76,1936.44,R16
2025-04-24,Kano,S008,P0096,Product 96,Fashion,218.39,38,8298.82,5622.11,2676.71,R04
2025-04-24,Kano,S007,P0095,Product 95,Electronics,438.37,29,12712.73,9789.49,2923.24,R16
2025-04-24,Kano,S015,P0059,Product 59,Home & Garden,114.47,23,2632.81,2056.48,576.33,R12
2025-04-24,Kano,S007,P0091,Product 91,Fashion,24.28,11,267.08,144.25,122.83,R08
2025-04-24,Abuja,S001,P0005,Product 5,Health & Beauty,129.15,15,1937.25,1482.46,454.79,R03
2025-04-24,Lagos,S006,P0052,Product 52,Home & Garden,82.6,14,1156.4,719.72,436.68,R19
2025-04-24,Lagos,S012,P0009,Product 9,Fashion,359.63,16,5754.08,4395.2,1358.88,R12
2025-04-24,Lagos,S002,P0001,Product 1,Home & Garden,181.8,17,3090.6,2300.73,789.87,R19
2025-04-24,Port Harcourt,S013,P0024,Product 24,Electronics,364.07,18,6553.26,4690.01,1863.25,R16
2025-04-25,Lagos,S002,P0064,Product 64,Groceries,115.65,3,346.95,274.45,72.5,R03
2025-04-25,Abuja,S014,P0031,Product 31,Fashion,362.14,35,12674.9,9481.75,3193.15,R06
2025-04-25,Ibadan,S006,P0039,Product 39,Electronics,297.15,26,7725.9,5830.91,1894.99,R13
2025-04-25,Abuja,S015,P0039,Product 39,Electronics,89.98,23,2069.54,1529.63,539.91,R06
2025-04-25,Kano,S003,P0023,Product 23,Home & Garden,127.32,23,2928.36,2354.03,574.33,R08
2025-04-25,Abuja,S002,P0052,Product 52,Home & Garden,330.42,47,15529.74,10332.95,5196.79,R19
2025-04-25,Lagos,S006,P0021,Product 21,Groceries,278.25,49,13634.25,8102.3,5531.95,R12
2025-04-25,Port Harcourt,S014,P0076,Product 76,Groceries,152.65,44,6716.6,4614.35,2102.25,R15
2025-04-25,Kano,S005,P0071,Product 71,Electronics,185.99,20,3719.8,2418.1,1301.7,R11
2025-04-25,Port Harcourt,S008,P0096,Product 96,Fashion,426.06,17,7243.02,5649.22,1593.8,R05
2025-04-25,Ibadan,S004,P0032,Product 32,Home & Garden,419.77,47,19729.19,11928.24,7800.95,R04
2025-04-25,Lagos,S007,P0031,Product 31,Fashion,15.79,33,521.07,318.36,202.71,R04
2025-04-26,Abuja,S004,P0022,Product 22,Health & Beauty,298.7,43,12844.1,8757.37,4086.73,R19
2025-04-26,Lagos,S011,P0061,Product 61,Groceries,191.31,19,3634.89,2848.46,786.43,R05
2025-04-26,Abuja,S011,P0009,Product 9,Fashion,413.58,20,8271.6,4530.93,3740.67,R11
2025-04-26,Kano,S005,P0053,Product 53,Home & Garden,312.18,38,11862.84,6201.23,5661.61,R11
2025-04-26,Port Harcourt,S005,P0040,Product 40,Groceries,81.22,16,1299.52,887.74,411.78,R06
2025-04-27,Ibadan,S007,P0042,Product 42,Electronics,146.68,49,7187.32,3838.6,3348.72,R05
2025-04-27,Abuja,S009,P0032,Product 32,Home & Garden,322.68,2,645.36,440.69,204.67,R17
2025-04-27,Kano,S012,P0062,Product 62,Home & Garden,213.82,29,6200.78,5263.3,937.48,R04
2025-04-27,Port Harcourt,S015,P0032,Product 32,Home & Garden,222.87,39,8691.93,5055.11,3636.82,R14
2025-04-27,Abuja,S003,P0070,Product 70,Home & Garden,249.91,44,10996.04,7203.48,3792.56,R01
2025-04-27,Kano,S015,P0070,Product 70,Home & Garden,489.6,35,17136.0,10980.9,6155.1,R10
2025-04-27,Kano,S002,P0074,Product 74,Groceries,307.2,38,11673.6,7311.8,4361.8,R03
2025-04-27,Kano,S005,P0068,Product 68,Groceries,52.89,29,1533.81,1041.85,491.96,R08
2025-04-28,Port Harcourt,S015,P0016,Product 16,Groceries,415.08,30,12452.4,7599.12,4853.28,R02
2025-04-28,Abuja,S007,P0016,Product 16,Groceries,463.22,18,8337.96,6387.31,1950.65,R12
2025-04-28,Kano,S006,P0100,Product 100,Electronics,93.86,31,2909.66,2175.97,733.69,R14
2025-04-28,Lagos,S005,P0094,Product 94,Fashion,117.23,43,5040.89,3393.07,1647.82,R03
2025-04-28,Lagos,S008,P0070,Product 70,Home & Garden,96.24,41,3945.84,3304.75,641.09,R07
2025-04-29,Kano,S015,P0060,Product 60,Groceries,410.49,36,14777.64,7574.45,7203.19,R19
2025-04-29,Abuja,S010,P0045,Product 45,Groceries,11.99,42,503.58,406.79,96.79,R05
2025-04-29,Ibadan,S005,P0024,Product 24,Electronics,473.5,3,1420.5,790.56,629.94,R15
2025-04-29,Ibadan,S015,P0077,Product 77,Electronics,200.86,14,2812.04,1726.38,1085.66,R12
2025-04-29,Lagos,S013,P0011,Product 11,Home & Garden,438.16,48,21031.68,17273.3,3758.38,R15
2025-04-29,Port Harcourt,S011,P0063,Product 63,Health & Beauty,281.09,37,10400.33,7506.65,2893.68,R03
2025-04-29,Port Harcourt,S005,P0057,Product 57,Home & Garden,205.96,7,1441.72,1186.18,255.54,R05
2025-04-30,Abuja,S004,P0084,Product 84,Health & Beauty,400.38,36,14413.68,10134.76,4278.92,R07
2025-04-30,Lagos,S010,P0074,Product 74,Groceries,306.3,15,4594.5,2535.42,2059.08,R01
2025-04-30,Abuja,S002,P0069,Product 69,Home & Garden,135.68,36,4884.48,2985.73,1898.75,R19
2025-04-30,Kano,S011,P0004,Product 4,Health & Beauty,78.99,41,3238.59,2328.41,910.18,R02
2025-04-30,Kano,S009,P0078,Product 78,Home & Garden,355.77,1,355.77,256.66,99.11,R04
2025-04-30,Ibadan,S002,P0026,Product 26,Fashion,170.85,47,8029.95,5677.15,2352.8,R08
2025-04-30,Kano,S009,P0093,Product 93,Fashion,208.67,19,3964.73,3292.43,672.3,R18
2025-04-30,Abuja,S014,P0014,Product 14,Groceries,81.28,14,1137.92,952.42,185.5,R13
2025-04-30,Lagos,S003,P0037,Product 37,Fashion,281.98,11,3101.78,2104.67,997.11,R12
2025-04-30,Ibadan,S012,P0060,Product 60,Groceries,306.12,8,2448.96,2015.07,433.89,R12
2025-05-01,Port Harcourt,S002,P0093,Product 93,Fashion,61.68,19,1171.92,847.55,324.37,R03
2025-05-01,Lagos,S012,P0020,Product 20,Home & Garden,491.27,22,10807.94,8476.95,2330.99,R14
2025-05-01,Ibadan,S004,P0056,Product 56,Electronics,374.47,5,1872.35,1354.1,518.25,R17
2025-05-01,Lagos,S001,P0100,Product 100,Electronics,46.68,12,560.16,400.08,160.08,R01
2025-05-01,Ibadan,S009,P0051,Product 51,Home & Garden,374.09,2,748.18,532.17,216.01,R09
2025-05-01,Lagos,S012,P0047,Product 47,Groceries,32.97,17,560.49,353.72,206.77,R09
2025-05-02,Ibadan,S009,P0027,Product 27,Fashion,115.26,18,2074.68,1059.6,1015.08,R12
2025-05-02,Ibadan,S003,P0024,Product 24,Electronics,218.46,14,3058.44,2013.47,1044.97,R20
2025-05-02,Kano,S003,P0013,Product 13,Health & Beauty,164.18,38,6238.84,4366.6,1872.24,R10
2025-05-02,Lagos,S014,P0066,Product 66,Home & Garden,211.34,7,1479.38,1062.83,416.55,R16
2025-05-02,Kano,S015,P0020,Product 20,Home & Garden,353.19,28,9889.32,5687.12,4202.2,R01
2025-05-03,Kano,S001,P0075,Product 75,Health & Beauty,496.13,28,13891.64,8123.49,5768.15,R08
2025-05-03,Kano,S007,P0021,Product 21,Groceries,447.42,9,4026.78,2736.78,1290.0,R18
2025-05-03,Ibadan,S012,P0028,Product 28,Groceries,400.39,9,3603.51,2964.95,638.56,R19
2025-05-03,Kano,S009,P0069,Product 69,Home & Garden,104.01,2,208.02,106.48,101.54,R12
2025-05-03,Ibadan,S008,P0021,Product 21,Groceries,473.26,38,17983.88,14390.2,3593.68,R17
2025-05-03,Ibadan,S001,P0046,Product 46,Electronics,143.98,35,5039.3,3875.19,1164.11,R17
2025-05-03,Port Harcourt,S015,P0065,Product 65,Groceries,342.79,13,4456.27,3094.23,1362.04,R02
2025-05-03,Ibadan,S006,P0055,Product 55,Fashion,414.72,36,14929.92,9676.43,5253.49,R14
2025-05-03,Lagos,S009,P0032,Product 32,Home & Garden,119.29,29,3459.41,2221.51,1237.9,R06
2025-05-04,Kano,S012,P0052,Product 52,Home & Garden,9.16,5,45.8,29.4,16.4,R02
2025-05-04,Ibadan,S004,P0058,Product 58,Groceries,198.16,10,1981.6,1531.25,450.35,R08
2025-05-04,Port Harcourt,S001,P0011,Product 11,Home & Garden,74.05,33,2443.65,1396.36,1047.29,R03
2025-05-04,Port Harcourt,S001,P0037,Product 37,Fashion,34.76,47,1633.72,1357.27,276.45,R15
2025-05-04,Abuja,S013,P0031,Product 31,Fashion,452.54,48,21721.92,12181.62,9540.3,R10
2025-05-04,Abuja,S009,P0023,Product 23,Home & Garden,492.29,4,1969.16,1404.11,565.05,R02
2025-05-04,Lagos,S002,P0062,Product 62,Home & Garden,295.03,26,7670.78,5886.4,1784.38,R07
2025-05-04,Ibadan,S005,P0024,Product 24,Electronics,342.35,16,5477.6,3244.92,2232.68,R12
2025-05-04,Port Harcourt,S014,P0008,Product 8,Fashion,108.43,25,2710.75,2035.49,675.26,R16
2025-05-04,Port Harcourt,S009,P0080,Product 80,Home & Garden,492.18,10,4921.8,3064.75,1857.05,R19
2025-05-05,Lagos,S002,P0065,Product 65,Groceries,430.13,18,7742.34,6356.42,1385.92,R18
2025-05-05,Ibadan,S010,P0100,Product 100,Electronics,177.22,25,4430.5,2700.82,1729.68,R14
2025-05-05,Port Harcourt,S011,P0062,Product 62,Home & Garden,129.86,4,519.44,269.68,249.76,R08
2025-05-05,Port Harcourt,S006,P0007,Product 7,Fashion,448.92,6,2693.52,2040.44,653.08,R05
2025-05-05,Abuja,S002,P0055,Product 55,Fashion,410.61,43,17656.23,11603.88,6052.35,R19
2025-05-05,Lagos,S012,P0048,Product 48,Health & Beauty,356.37,36,12829.32,6616.32,6213.0,R20
2025-05-05,Ibadan,S013,P0026,Product 26,Fashion,60.81,42,2554.02,1870.62,683.4,R13
2025-05-05,Abuja,S002,P0063,Product 63,Health & Beauty,284.53,30,8535.9,7169.52,1366.38,R20
2025-05-06,Kano,S008,P0020,Product 20,Home & Garden,170.65,5,853.25,522.51,330.74,R15
2025-05-06,Ibadan,S001,P0005,Product 5,Health & Beauty,94.49,34,3212.66,1810.05,1402.61,R08
2025-05-06,Kano,S002,P0070,Product 70,Home & Garden,319.45,18,5750.1,4577.29,1172.81,R16
2025-05-06,Port Harcourt,S010,P0011,Product 11,Home & Garden,340.82,6,2044.92,1658.58,386.34,R18
2025-05-06,Abuja,S012,P0024,Product 24,Electronics,427.51,24,10260.24,6522.3,3737.94,R15
2025-05-06,Port Harcourt,S014,P0072,Product 72,Health & Beauty,336.58,9,3029.22,2195.93,833.29,R15
2025-05-06,Abuja,S007,P0064,Product 64,Groceries,240.13,45,10805.85,7376.59,3429.26,R03
